uf,codigo_municipio,municipio,CÓDIGO DO MUNICÍPIO - IBGE,populacao,estabelecimentos_food_service,food_service_por_100mil,estabelecimentos_recentes,taxa_recencia,porte_dominante,porte_maior,taxa_porte_maior,Microempresa,Empresa de Pequeno Porte,Demais,Não informado,Não encontrado,segmento_dominante,total_segmentos,Alimentação preparada,Cantinas,Catering empresarial,Eventos e buffet,Lanchonetes,Outros Food Service,Padarias e confeitaria,Restaurantes
SP,798,GAVIAO PEIXOTO,3516853.0,4815.0,51,1059.1900311526479,26,50.98039215686274,Microempresa,3,5.88235294117647,48,1,2,0,0,Alimentação preparada,51,15,0,2,0,13,14,2,5
MT,127,ALTO BOA VISTA,5100359.0,5966.0,51,854.8441166610795,24,47.05882352941176,Microempresa,1,1.9607843137254901,50,1,0,0,0,Lanchonetes,51,7,1,0,2,18,5,6,12
RO,977,URUPA,1101708.0,11254.0,51,453.1722054380665,30,58.82352941176471,Microempresa,0,0.0,51,0,0,0,0,Lanchonetes,51,5,0,0,3,26,3,6,8
PR,7981,BOA VISTA DA APARECIDA,4103057.0,8022.0,51,635.7516828721017,22,43.13725490196079,Microempresa,0,0.0,51,0,0,0,0,Lanchonetes,51,6,0,3,0,17,10,3,12
GO,9393,IACIARA,5209903.0,10151.0,51,502.4135553147473,25,49.01960784313725,Microempresa,2,3.9215686274509802,49,2,0,0,0,Lanchonetes,51,2,0,3,2,23,5,4,12
SC,8317,SAO DOMINGOS,4216107.0,9330.0,51,546.6237942122186,10,19.607843137254903,Microempresa,0,0.0,51,0,0,0,0,Lanchonetes,51,3,0,0,1,15,14,5,13
MT,9861,JANGADA,5104906.0,7380.0,51,691.0569105691056,22,43.13725490196079,Microempresa,2,3.9215686274509802,49,2,0,0,0,Restaurantes,51,4,0,0,1,15,7,5,19
SC,8389,BOM JARDIM DA SERRA,4202503.0,3964.0,51,1286.5792129162462,26,50.98039215686274,Microempresa,1,1.9607843137254901,50,1,0,0,0,Lanchonetes,51,4,0,0,0,22,5,9,11
SP,6135,AMERICO DE CAMPOS,3501806.0,5986.0,51,851.9879719345138,17,33.33333333333333,Microempresa,0,0.0,51,0,0,0,0,Lanchonetes,51,5,0,2,0,23,12,4,5
SP,6971,RIVERSUL,3543501.0,5611.0,51,908.9288896809837,27,52.94117647058824,Microempresa,0,0.0,51,0,0,0,0,Lanchonetes,51,7,0,0,2,20,13,3,6
RN,1627,BAIA FORMOSA,2401404.0,9131.0,51,558.5368524805607,12,23.52941176470588,Microempresa,0,0.0,51,0,0,0,0,Restaurantes,51,9,0,1,3,10,7,7,14
MG,4693,JACINTO,3134707.0,11064.0,50,451.9161243673174,19,38.0,Microempresa,4,8.0,46,0,4,0,0,Lanchonetes,50,5,0,3,2,15,10,2,13
PR,7867,SAO CARLOS DO IVAI,4124608.0,6741.0,50,741.7297136923305,20,40.0,Microempresa,1,2.0,49,0,1,0,0,Lanchonetes,50,2,0,1,1,22,13,5,6
SC,8145,IMBUIA,4207403.0,6166.0,50,810.8984755108661,22,44.0,Microempresa,2,4.0,48,2,0,0,0,Lanchonetes,50,14,0,1,0,21,6,7,1
SE,3119,CAMPO DO BRITO,2801009.0,18788.0,50,266.1273153076432,20,40.0,Microempresa,1,2.0,49,1,0,0,0,Lanchonetes,50,5,0,0,1,17,10,11,6
SP,6351,COROADOS,3512506.0,5509.0,50,907.6057360682519,26,52.0,Microempresa,2,4.0,48,2,0,0,0,Lanchonetes,50,5,0,0,0,23,13,1,8
RS,5969,AMETISTA DO SUL,4300646.0,7813.0,50,639.9590426212723,31,62.0,Microempresa,2,4.0,48,2,0,0,0,Restaurantes,50,5,0,1,3,14,8,2,17
SP,7093,SAO JOSE DO BARREIRO,3549607.0,3881.0,50,1288.3277505797475,20,40.0,Microempresa,0,0.0,50,0,0,0,0,Alimentação preparada,50,16,0,0,0,14,8,1,11
MA,226,SANTO AMARO DO MARANHAO,2110278.0,14294.0,50,349.79711767175036,27,54.0,Microempresa,1,2.0,49,0,1,0,0,Restaurantes,50,4,0,0,0,7,4,4,31
MG,2681,ALFREDO VASCONCELOS,3101631.0,7285.0,50,686.3417982155113,23,46.0,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,6,0,0,3,16,12,8,5
SP,6899,POLONI,3539905.0,5708.0,50,875.9635599159075,23,46.0,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,9,0,0,1,14,11,13,2
MG,5165,SANTANA DA VARGEM,3158300.0,6731.0,50,742.8316743425939,15,30.0,Microempresa,1,2.0,49,1,0,0,0,Outros Food Service,50,5,0,0,1,13,18,4,9
SC,8171,JACINTO MACHADO,4208708.0,10833.0,50,461.55266315886644,24,48.0,Microempresa,2,4.0,48,2,0,0,0,Lanchonetes,50,9,2,0,0,19,5,8,7
MS,9805,DOURADINA,5003504.0,5785.0,50,864.3042350907521,25,50.0,Microempresa,5,10.0,45,3,2,0,0,Lanchonetes,50,5,0,0,1,14,13,6,11
CE,1381,COREAU,2304004.0,21396.0,50,233.6885399140026,23,46.0,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,5,1,0,0,18,16,4,6
MS,9169,ANGELICA,5000856.0,11408.0,50,438.28892005610095,22,44.0,Microempresa,1,2.0,49,1,0,0,0,Lanchonetes,50,5,0,0,1,18,8,3,15
PA,52,FLORESTA DO ARAGUAIA,1503044.0,18625.0,50,268.45637583892614,30,60.0,Microempresa,6,12.0,44,6,0,0,0,Lanchonetes,50,1,0,0,0,24,10,3,12
MG,4679,ITINGA,3134004.0,13928.0,50,358.98908673176334,24,48.0,Microempresa,1,2.0,49,1,0,0,0,Lanchonetes,50,7,1,1,0,19,4,4,14
MT,9865,COCALINHO,5103106.0,6560.0,50,762.1951219512194,21,42.0,Microempresa,2,4.0,48,2,0,0,0,Lanchonetes,50,7,0,2,1,23,2,2,13
RS,8615,CORONEL BICACO,4305900.0,6214.0,50,804.634695848085,16,32.0,Microempresa,1,2.0,49,1,0,0,0,Restaurantes,50,5,0,0,2,7,9,13,14
RO,699,SERINGUEIRAS,1101500.0,12973.0,50,385.4158637169506,20,40.0,Microempresa,2,4.0,48,2,0,0,0,Restaurantes,50,6,0,1,1,14,7,5,16
BA,3571,IGUAI,2913507.0,21677.0,50,230.65922406237024,23,46.0,Microempresa,0,0.0,50,0,0,0,0,Outros Food Service,50,9,0,2,1,6,17,7,8
ES,762,PONTO BELO,3204252.0,6640.0,50,753.0120481927711,20,40.0,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,15,0,0,0,18,9,6,2
MG,4831,MERCES,3141603.0,10621.0,50,470.76546464551365,18,36.0,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,11,0,0,3,18,7,0,11
MG,4777,MACHACALIS,3138906.0,6534.0,50,765.2280379553107,20,40.0,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,7,0,0,4,19,9,3,8
PR,7719,NOVA CANTU,4116802.0,6700.0,50,746.2686567164179,15,30.0,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,7,0,0,2,16,15,1,9
MG,620,GOIANA,3127388.0,4237.0,50,1180.080245456691,14,28.000000000000004,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,10,0,0,0,14,4,10,12
MG,5267,SAO JOSE DO GOIABAL,3163409.0,5472.0,50,913.7426900584795,24,48.0,Microempresa,1,2.0,49,0,1,0,0,Lanchonetes,50,7,0,1,0,30,2,5,5
PR,7877,SAO JOAO DO TRIUNFO,4125100.0,13900.0,50,359.71223021582733,13,26.0,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,5,0,0,3,23,13,1,5
RN,1685,GROSSOS,2404408.0,10308.0,50,485.0601474582848,23,46.0,Microempresa,3,6.0,47,3,0,0,0,Restaurantes,50,8,0,0,3,5,11,10,13
MG,5233,SAO GONCALO DO ABAETE,3161700.0,7510.0,50,665.7789613848203,22,44.0,Microempresa,4,8.0,46,4,0,0,0,Restaurantes,50,7,0,2,1,12,11,1,16
MG,4435,DIONISIO,3121803.0,6594.0,50,758.2650894752805,20,40.0,Microempresa,0,0.0,50,0,0,0,0,Lanchonetes,50,5,0,1,0,27,5,8,4
PE,2493,OROBO,2609709.0,22389.0,49,218.85747465273127,23,46.93877551020408,Microempresa,2,4.081632653061225,47,2,0,0,0,Restaurantes,49,2,0,0,0,10,8,13,16
PE,2575,SAO VICENTE FERRER,2613800.0,17179.0,49,285.23196926480006,23,46.93877551020408,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,7,0,0,2,16,10,6,8
GO,9443,LEOPOLDO DE BULHOES,5212303.0,9210.0,49,532.0304017372421,28,57.14285714285714,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,8,0,2,2,12,12,3,10
PB,2029,GURINHEM,2506400.0,14148.0,49,346.3387051173311,15,30.612244897959183,Microempresa,3,6.122448979591836,46,3,0,0,0,Padarias e confeitaria,49,5,1,1,0,6,2,17,17
ES,5609,APIACA,3200508.0,7438.0,49,658.7792417316483,16,32.6530612244898,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,12,0,0,2,13,12,6,4
MG,4845,MOEDA,3142304.0,5340.0,49,917.6029962546817,22,44.89795918367347,Microempresa,3,6.122448979591836,46,3,0,0,0,Restaurantes,49,8,0,2,4,6,10,5,14
RS,6079,MANOEL VIANA,4311759.0,6915.0,49,708.6044830079537,25,51.02040816326531,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,15,0,4,1,21,4,2,2
MG,4839,MIRABELA,3142007.0,14110.0,49,347.27143869596034,24,48.97959183673469,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,1,2,0,2,21,17,3,3
PR,874,PRADO FERREIRA,4120333.0,3833.0,49,1278.3720323506393,19,38.775510204081634,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,9,0,0,1,16,8,6,9
SP,6837,PEDRA BELA,3536802.0,6768.0,49,723.9952718676122,18,36.734693877551024,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,10,0,0,1,16,4,5,13
MG,4155,BOM JESUS DO GALHO,3107802.0,14683.0,49,333.7192671797317,19,38.775510204081634,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,4,0,1,1,13,10,7,13
BA,3021,PONTO NOVO,2925253.0,18848.0,49,259.9745331069609,27,55.10204081632652,Microempresa,0,0.0,49,0,0,0,0,Restaurantes,49,2,0,0,3,14,11,4,15
SP,3057,RIBEIRAO GRANDE,3543253.0,7572.0,49,647.120972002113,19,38.775510204081634,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,5,4,0,2,15,8,8,7
MG,4537,FREI INOCENCIO,3126901.0,8269.0,49,592.5746765026001,13,26.53061224489796,Microempresa,3,6.122448979591836,46,3,0,0,0,Lanchonetes,49,9,1,0,0,14,11,5,9
PR,7869,SAO JERONIMO DA SERRA,4124707.0,10853.0,49,451.48806781535063,21,42.857142857142854,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,7,0,0,0,27,8,0,7
SP,7159,TACIBA,3552908.0,6434.0,49,761.5791109729562,32,65.3061224489796,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,9,0,2,1,17,7,5,8
SP,2995,ALAMBARI,3500758.0,6411.0,49,764.3113398845734,25,51.02040816326531,Microempresa,2,4.081632653061225,47,1,1,0,0,Outros Food Service,49,9,0,2,0,12,19,3,4
MG,4989,PEQUERI,3149507.0,3472.0,49,1411.2903225806451,15,30.612244897959183,Microempresa,2,4.081632653061225,47,2,0,0,0,Lanchonetes,49,8,0,0,2,22,5,4,8
MA,767,COLINAS,2103505.0,41826.0,49,117.15201071104099,26,53.06122448979592,Microempresa,3,6.122448979591836,46,2,1,0,0,Restaurantes,49,3,0,2,0,11,7,7,19
SC,5561,MONTE CARLO,4211058.0,9201.0,49,532.5508096945983,21,42.857142857142854,Microempresa,1,2.0408163265306123,48,0,1,0,0,Lanchonetes,49,2,0,1,0,25,10,5,6
SE,3219,RIBEIROPOLIS,2806008.0,17368.0,49,282.1280515891294,24,48.97959183673469,Microempresa,0,0.0,49,0,0,0,0,Outros Food Service,49,9,0,0,2,7,13,9,9
GO,9359,FLORES DE GOIAS,5207907.0,14388.0,49,340.5615790936892,27,55.10204081632652,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,5,0,1,0,17,8,7,11
MG,4769,LIBERDADE,3138500.0,4715.0,49,1039.2364793213148,22,44.89795918367347,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,9,0,0,1,20,4,2,13
MG,696,REDUTO,3154150.0,8317.0,49,589.1547432968619,17,34.69387755102041,Microempresa,0,0.0,49,0,0,0,0,Restaurantes,49,6,0,1,2,7,11,3,19
PI,1103,JAICOS,2205201.0,17768.0,49,275.7766771724448,29,59.183673469387756,Microempresa,0,0.0,49,0,0,0,0,Restaurantes,49,3,0,0,2,11,10,2,21
BA,3929,TEOFILANDIA,2931509.0,21824.0,49,224.5234604105572,24,48.97959183673469,Microempresa,0,0.0,49,0,0,0,0,Restaurantes,49,7,2,2,3,10,8,2,15
SP,7111,SAO PEDRO DO TURVO,3550506.0,7334.0,49,668.1210799018271,26,53.06122448979592,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,9,0,0,4,13,10,6,7
PR,7913,TEIXEIRA SOARES,4127007.0,9495.0,49,516.0610847814639,18,36.734693877551024,Microempresa,1,2.0408163265306123,48,1,0,0,0,Restaurantes,49,2,0,3,0,11,8,10,15
BA,3047,UMBURANAS,2932457.0,13692.0,49,357.8732106339468,33,67.3469387755102,Microempresa,4,8.16326530612245,45,4,0,0,0,Restaurantes,49,6,0,6,4,4,12,4,13
RS,5783,MAQUINE,4311775.0,7593.0,49,645.3312261293296,20,40.816326530612244,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,8,2,0,0,20,5,6,8
PE,2625,VICENCIA,2616308.0,26522.0,49,184.7522811251037,18,36.734693877551024,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,7,0,4,0,16,7,7,8
GO,9299,CARMO DO RIO VERDE,5205000.0,10039.0,49,488.09642394660824,25,51.02040816326531,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,4,0,1,1,17,10,5,11
MA,949,VIANA,2112803.0,53229.0,49,92.05508275564073,20,40.816326530612244,Microempresa,2,4.081632653061225,47,2,0,0,0,Outros Food Service,49,8,0,0,3,7,13,6,12
SP,6951,REGINOPOLIS,3542503.0,7830.0,49,625.7982120051086,23,46.93877551020408,Microempresa,2,4.081632653061225,47,2,0,0,0,Lanchonetes,49,13,0,1,1,17,5,5,7
BA,3859,SANTA INES,2927903.0,10621.0,49,461.3501553526033,19,38.775510204081634,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,5,0,1,4,15,9,4,11
PR,7693,MARIOPOLIS,4115309.0,6535.0,49,749.8087222647284,17,34.69387755102041,Microempresa,0,0.0,49,0,0,0,0,Lanchonetes,49,8,1,0,1,19,14,1,5
RS,990,ITAARA,4310538.0,5712.0,49,857.843137254902,17,34.69387755102041,Microempresa,5,10.204081632653061,44,5,0,0,0,Outros Food Service,49,10,0,0,2,10,11,7,9
MG,5225,SAO FRANCISCO DE SALES,3161304.0,5859.0,49,836.3201911589008,26,53.06122448979592,Microempresa,1,2.0408163265306123,48,1,0,0,0,Lanchonetes,49,5,0,1,2,27,2,4,8
BA,3769,PALMAS DE MONTE ALTO,2923407.0,20656.0,49,237.21920991479473,21,42.857142857142854,Microempresa,0,0.0,49,0,0,0,0,Outros Food Service,49,3,0,1,1,11,13,11,9
MA,923,SAO MATEUS DO MARANHAO,2111508.0,40191.0,48,119.42972307232964,25,52.083333333333336,Microempresa,3,6.25,45,3,0,0,0,Lanchonetes,48,5,0,0,1,18,11,0,13
MG,5011,PIRACEMA,3150604.0,6924.0,48,693.2409012131716,20,41.66666666666667,Microempresa,3,6.25,45,3,0,0,0,Lanchonetes,48,10,0,0,1,19,6,5,7
PI,1177,RIBEIRO GONCALVES,2208908.0,6151.0,48,780.3609169240774,26,54.166666666666664,Microempresa,2,4.166666666666666,46,1,1,0,0,Lanchonetes,48,6,2,6,0,14,6,0,14
SP,7163,TAIACU,3553104.0,5737.0,48,836.674219975597,16,33.33333333333333,Microempresa,0,0.0,48,0,0,0,0,Lanchonetes,48,3,0,1,1,25,3,7,8
MG,5279,SAO PEDRO DOS FERROS,3164001.0,7074.0,48,678.5411365564037,13,27.083333333333332,Microempresa,0,0.0,48,0,0,0,0,Alimentação preparada,48,18,0,1,0,12,9,4,4
AL,2783,LIMOEIRO DE ANADIA,2704203.0,25179.0,48,190.63505302037413,32,66.66666666666666,Microempresa,3,6.25,45,3,0,0,0,Outros Food Service,48,6,0,3,2,4,16,6,11
SP,794,CANAS,3509957.0,5084.0,48,944.1384736428009,17,35.41666666666667,Microempresa,2,4.166666666666666,46,2,0,0,0,Restaurantes,48,10,0,4,1,9,2,7,15
CE,1449,JUCAS,2307403.0,24655.0,48,194.6866761306023,27,56.25,Microempresa,0,0.0,48,0,0,0,0,Restaurantes,48,3,0,0,1,10,13,4,17
GO,9279,CABECEIRAS,5204003.0,7700.0,48,623.3766233766233,22,45.83333333333333,Microempresa,2,4.166666666666666,46,0,2,0,0,Lanchonetes,48,3,0,2,1,28,3,0,11
PR,7613,ITAMBARACA,4111001.0,5766.0,48,832.4661810613944,12,25.0,Microempresa,0,0.0,48,0,0,0,0,Lanchonetes,48,6,1,2,0,27,5,2,5
MS,9793,DOIS IRMAOS DO BURITI,5003488.0,11570.0,48,414.86603284356096,26,54.166666666666664,Microempresa,1,2.083333333333333,47,0,1,0,0,Lanchonetes,48,8,0,4,1,17,4,8,6
SP,7091,SAO JOSE DA BELA VISTA,3549508.0,7640.0,48,628.2722513089005,14,29.166666666666668,Microempresa,0,0.0,48,0,0,0,0,Lanchonetes,48,3,0,1,0,19,9,5,11
SP,6709,MIRASSOLANDIA,3530409.0,4795.0,48,1001.0427528675705,27,56.25,Microempresa,0,0.0,48,0,0,0,0,Alimentação preparada,48,14,0,2,2,11,1,10,8
SC,8103,FAXINAL DOS GUEDES,4205308.0,11588.0,48,414.2216085605799,27,56.25,Microempresa,2,4.166666666666666,46,2,0,0,0,Outros Food Service,48,11,0,1,0,11,12,7,6
SP,7255,EUCLIDES DA CUNHA PAULISTA,3515350.0,7833.0,48,612.7920337035619,22,45.83333333333333,Microempresa,0,0.0,48,0,0,0,0,Lanchonetes,48,5,0,1,2,22,11,4,3
PR,7997,JESUITAS,4112751.0,11047.0,48,434.5071060016294,14,29.166666666666668,Microempresa,0,0.0,48,0,0,0,0,Lanchonetes,48,4,0,0,1,24,13,2,4
SC,8301,SALETE,4215307.0,7659.0,48,626.713670191931,23,47.91666666666667,Microempresa,2,4.166666666666666,46,1,1,0,0,Lanchonetes,48,8,0,1,2,17,10,3,7
RS,8711,IRAI,4310504.0,7631.0,48,629.01323548683,18,37.5,Microempresa,0,0.0,48,0,0,0,0,Lanchonetes,48,5,0,0,0,20,10,1,12
MS,9149,ROCHEDO,5007505.0,5494.0,48,873.6803785948308,27,56.25,Microempresa,1,2.083333333333333,47,1,0,0,0,Lanchonetes,48,10,0,0,2,23,9,2,2
MG,2683,FERVEDOURO,3125952.0,10716.0,48,447.9283314669653,22,45.83333333333333,Microempresa,0,0.0,48,0,0,0,0,Lanchonetes,48,6,0,0,2,23,11,2,4
RN,1829,SANTO ANTONIO,2411502.0,22807.0,48,210.4617003551541,23,47.91666666666667,Microempresa,2,4.166666666666666,46,2,0,0,0,Outros Food Service,48,6,0,1,1,6,14,8,12
BA,3825,RIACHAO DAS NEVES,2926202.0,22352.0,48,214.74588403722262,18,37.5,Microempresa,3,6.25,45,3,0,0,0,Restaurantes,48,6,0,1,1,12,13,1,14
TO,9207,ALMAS,1700400.0,6428.0,48,746.73304293715,20,41.66666666666667,Microempresa,0,0.0,48,0,0,0,0,Lanchonetes,48,6,0,0,3,17,8,2,12
MA,947,VARGEM GRANDE,2112704.0,44359.0,48,108.20802993755495,28,58.333333333333336,Microempresa,1,2.083333333333333,47,1,0,0,0,Lanchonetes,48,6,0,2,0,15,12,1,12
PA,405,AFUA,1500305.0,40692.0,47,115.50181853927063,33,70.2127659574468,Microempresa,0,0.0,47,0,0,0,0,Outros Food Service,47,4,2,1,1,3,23,5,8
MA,911,SAO DOMINGOS DO MARANHAO,2110708.0,35269.0,47,133.26150443732456,31,65.95744680851064,Microempresa,1,2.127659574468085,46,1,0,0,0,Lanchonetes,47,6,0,2,1,17,3,4,14
AL,2701,AGUA BRANCA,2700102.0,19549.0,47,240.42150493631388,20,42.5531914893617,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,6,0,1,0,14,4,8,14
BA,3417,CAMPO ALEGRE DE LOURDES,2905909.0,32613.0,47,144.11431024438107,12,25.53191489361702,Microempresa,2,4.25531914893617,45,1,1,0,0,Lanchonetes,47,1,0,1,3,15,10,3,14
SC,8157,ITA,4208005.0,7430.0,47,632.5706594885598,20,42.5531914893617,Microempresa,6,12.76595744680851,41,5,1,0,0,Restaurantes,47,3,0,3,2,9,7,4,19
SC,8353,TANGARA,4217907.0,8100.0,47,580.2469135802469,21,44.680851063829785,Microempresa,2,4.25531914893617,45,0,2,0,0,Lanchonetes,47,7,0,2,0,16,5,8,9
RS,8829,ROQUE GONZALES,4316303.0,6692.0,47,702.3311416616856,16,34.04255319148936,Microempresa,4,8.51063829787234,43,4,0,0,0,Padarias e confeitaria,47,5,0,2,0,9,8,12,11
SP,6797,OURO VERDE,3534807.0,7899.0,47,595.0120268388404,14,29.78723404255319,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,12,0,1,0,24,3,2,5
MG,4457,DONA EUZEBIA,3122900.0,6258.0,47,751.0386705017577,20,42.5531914893617,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,11,2,0,0,13,5,8,8
CE,1241,CROATA,2304236.0,18090.0,47,259.812050856827,21,44.680851063829785,Microempresa,0,0.0,47,0,0,0,0,Restaurantes,47,7,0,1,0,11,11,2,15
MG,5247,SAO JOAO DA PONTE,3162401.0,24128.0,47,194.7944297082228,21,44.680851063829785,Microempresa,4,8.51063829787234,43,2,2,0,0,Lanchonetes,47,6,0,2,0,17,5,5,12
SP,6485,IACRI,3519204.0,6189.0,47,759.4118597511714,21,44.680851063829785,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,8,0,0,0,20,14,1,4
PR,7433,MARILANDIA DO SUL,4114906.0,8750.0,47,537.1428571428571,18,38.297872340425535,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,5,0,1,0,21,4,6,10
MG,5045,PORTO FIRME,3152303.0,10854.0,47,433.0200847613783,18,38.297872340425535,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,6,0,0,1,14,11,10,5
MG,4853,MONTALVANIA,3142700.0,13982.0,47,336.14647403804895,26,55.319148936170215,Microempresa,0,0.0,47,0,0,0,0,Padarias e confeitaria,47,3,0,0,1,15,2,16,10
MG,2677,SAO JOAO DO MANHUACU,3162559.0,11735.0,47,400.5112910097998,22,46.808510638297875,Microempresa,5,10.638297872340425,42,4,1,0,0,Restaurantes,47,5,0,0,0,11,3,8,20
SP,6599,JAMBEIRO,3524907.0,6642.0,47,707.6181872929841,22,46.808510638297875,Microempresa,4,8.51063829787234,43,2,2,0,0,Restaurantes,47,8,2,2,1,11,2,3,18
PR,8481,LUIZIANA,4113734.0,6619.0,47,710.0770509140353,22,46.808510638297875,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,3,0,2,2,19,5,7,9
BA,3037,SAUBARA,2929750.0,11875.0,47,395.7894736842106,21,44.680851063829785,Microempresa,2,4.25531914893617,45,2,0,0,0,Restaurantes,47,5,0,1,0,9,10,6,16
SP,6339,CLEMENTINA,3511904.0,7082.0,47,663.6543349336346,21,44.680851063829785,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,10,0,4,0,14,9,1,9
RS,8639,HERVAL,4307104.0,6302.0,47,745.7949857188194,17,36.17021276595745,Microempresa,0,0.0,47,0,0,0,0,Outros Food Service,47,5,0,2,1,13,17,1,8
CE,1425,ITAICABA,2306207.0,7821.0,47,600.9461705664237,13,27.659574468085108,Microempresa,0,0.0,47,0,0,0,0,Restaurantes,47,11,0,0,2,10,4,5,15
MG,5337,SERRANIA,3166907.0,7820.0,47,601.0230179028133,18,38.297872340425535,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,6,0,0,1,12,12,8,8
RS,7301,ESTACAO,4307559.0,5685.0,47,826.7370272647318,21,44.680851063829785,Microempresa,4,8.51063829787234,43,0,4,0,0,Outros Food Service,47,1,0,4,1,7,16,6,12
PA,383,AGUA AZUL DO NORTE,1500347.0,17246.0,47,272.52696277397655,22,46.808510638297875,Microempresa,6,12.76595744680851,41,5,1,0,0,Alimentação preparada,47,13,0,1,2,11,4,3,13
SP,7253,ESPIRITO SANTO DO TURVO,3515194.0,4211.0,47,1116.1244360009498,19,40.42553191489361,Microempresa,0,0.0,47,0,0,0,0,Lanchonetes,47,3,0,0,1,22,11,3,7
TO,9649,PALMEIROPOLIS,1715754.0,7090.0,47,662.9055007052186,22,46.808510638297875,Microempresa,3,6.382978723404255,44,1,2,0,0,Lanchonetes,47,2,2,3,1,12,12,4,11
CE,1339,BARRO,2302008.0,19474.0,46,236.21238574509604,21,45.65217391304348,Microempresa,0,0.0,46,0,0,0,0,Lanchonetes,46,6,0,1,5,16,11,1,6
AL,2713,BATALHA,2700706.0,17103.0,46,268.95866222300185,20,43.47826086956522,Microempresa,0,0.0,46,0,0,0,0,Lanchonetes,46,5,1,0,0,16,11,2,11
RS,8833,SALVADOR DO SUL,4316501.0,7184.0,46,640.3118040089087,18,39.130434782608695,Microempresa,3,6.521739130434782,43,1,2,0,0,Restaurantes,46,8,0,3,0,14,3,3,15
MG,4053,CACHOEIRA DE PAJEU,3102704.0,9360.0,46,491.45299145299145,13,28.26086956521739,Microempresa,2,4.3478260869565215,44,2,0,0,0,Restaurantes,46,5,0,0,2,14,6,4,15
PR,7403,ADRIANOPOLIS,4100202.0,6312.0,46,728.7705956907478,21,45.65217391304348,Microempresa,0,0.0,46,0,0,0,0,Lanchonetes,46,5,2,0,1,15,9,1,13
SC,8341,SAUDADES,4217303.0,10922.0,46,421.16828419703353,18,39.130434782608695,Microempresa,1,2.1739130434782608,45,1,0,0,0,Lanchonetes,46,3,0,3,2,16,6,8,8
RO,21,COSTA MARQUES,1100080.0,13499.0,46,340.7659826653826,28,60.86956521739131,Microempresa,0,0.0,46,0,0,0,0,Lanchonetes,46,3,0,0,1,15,10,4,13
SP,6765,NOVA INDEPENDENCIA,3533205.0,4894.0,46,939.9264405394359,21,45.65217391304348,Microempresa,0,0.0,46,0,0,0,0,Restaurantes,46,12,0,0,2,9,6,2,15
PE,2551,SANTA MARIA DA BOA VISTA,2612604.0,42874.0,46,107.29113215468583,19,41.30434782608695,Microempresa,1,2.1739130434782608,45,1,0,0,0,Restaurantes,46,6,0,0,6,8,6,4,16
CE,1469,MISSAO VELHA,2308401.0,39215.0,46,117.30205278592375,21,45.65217391304348,Microempresa,1,2.1739130434782608,45,1,0,0,0,Lanchonetes,46,10,0,0,1,12,7,7,9
MG,4631,IRAI DE MINAS,3131604.0,7509.0,46,612.5982154747636,14,30.434782608695656,Microempresa,0,0.0,46,0,0,0,0,Restaurantes,46,2,0,0,3,10,9,10,12
BA,3787,PIATA,2924306.0,21010.0,46,218.94336030461682,17,36.95652173913043,Microempresa,2,4.3478260869565215,44,0,2,0,0,Lanchonetes,46,5,0,1,0,14,12,2,12
